[03:13:44] [main/INFO]: ModLauncher running: args [--username, Dimanchick22, --version, forge-43.4.0, --gameDir, C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4, --assetsDir, C:\Users\Dimanchick22\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 0f34fd3a80234869b2442c53ea261899, --accessToken, ????????, --clientId, YWIyZWY3NWMtNmMyMi00YTNlLWJlNjEtOWU0ZWM4ZDU4ZTdh, --xuid, 2535429156071316, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.4.0, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[03:13:44] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[03:13:51] [main/INFO]: Found mod file Highlighter-1.19.1-1.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file IC-Expansion-Core-1.0.11.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file IC-Expansion-Generators-1.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Iceberg-1.19.2-forge-1.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file ImmediatelyFast-Forge-1.2.18+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file inventoryessentials-forge-1.19.2-5.4.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file inzheFoPCore-v.4.0.0-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file item-filters-forge-1902.2.9-build.51.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Jade-1.19.1-forge-8.9.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file JadeAddons-1.19.2-forge-3.6.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file JAMD-Forge-2.1.2+mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file jei-1.19.2-forge-11.6.0.1019.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file JustEnoughResources-1.19.2-1.2.3.243.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file justzoom_forge_2.0.0_MC_1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file konkrete_forge_1.8.0_MC_1.19-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file kotlinforforge-3.12.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file kubejs-create-forge-1902.2.4-build.36.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file kubejs-forge-1902.6.2-build.73.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file kubejs_botania-1.3.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file L_Enders_Cataclysm-1.99.6-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file LeavesBeGone-v4.0.1-1.19.2-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file LegendaryTooltips-1.19.2-forge-1.4.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file letmedespawn-1.18.x-1.19.x-forge-1.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file LibX-1.19.2-4.2.8.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file light-overlay-7.0.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file lightspeed-1.19.2-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file lionfishapi-1.8.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file loadmyresources_forge_1.0.4_MC_1.19-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file loot_journal-3.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file lootjs-forge-1.19.2-2.9.1.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file MaxHealthFix-Forge-1.19.2-8.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file megacells-forge-2.0.4-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file melody_forge_1.0.1_MC_1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file memoryleakfix-forge-1.17+-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file modonomicon-1.19.2-1.34.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file MonsterPlus-Forge1.19.2-v1.1.6.1.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file moonlight-1.19.2-2.3.7-forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file morejs-forge-1.19.2-0.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file morevillagers-forge-1.19-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file MouseTweaks-forge-mc1.19-2.23.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Mushroom_Villagers1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file NaturesAura-38.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file NaturesCompass-1.19.2-1.10.0-forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file neapolitan-1.19.2-4.1.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file nerb-1.19.2-0.3-FORGE.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file NethersDelight-1.19-3.1.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file notenoughanimations-forge-1.7.4-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file notenoughcrashes-5.0.0+1.19.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file notreepunching-forge-1.19.2-6.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file obscure_api-15.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file occultism-1.19.2-1.90.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file occultism_kubejs-1.19.2-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file oculus-mc1.19.2-1.6.9.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Patchouli-1.19.2-77.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file phosphophyllite-1.19.2-0.6.0-beta.8.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file pipez-1.19.2-1.2.5.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Placebo-1.19.2-7.4.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file polylib-forge-1900.0.3-build.144.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file polymorph-forge-0.46.6+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file ponderjs-1.19.2-1.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Prism-1.19.1-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file probejs-5.3.4-forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file PuzzlesLib-v4.4.3-1.19.2-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Quark-3.4-418.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file QuarkOddities-1.18.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file quartz-1.19.2-0.1.0-beta.2.3.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Reaper-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file RegionsUnexploredForge-0.5.3+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file reliquary-1.19.2-2.0.40.1198.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file repurposed-livings-1.0.1-SNAPSHOT.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file resourcefulconfig-forge-1.19.2-1.0.20.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file resourcefullib-forge-1.19.2-1.1.24.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file rhino-forge-1902.2.3-build.284.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file RootsClassic-1.19.2-1.1.35.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file rottencreatures-forge-1.19.2-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file savage_and_ravage-1.19.2-5.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file shadowizardlib-1.19.2-1.0.8.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file shroom_dealers-2.0.1-forge-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file simplehats-forge-1.19.2-0.3.1.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file skinlayers3d-forge-1.6.6-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file sliceanddice-forge-2.3.3.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file SmartBrainLib-forge-1.19.2-1.9.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file smoothboot(reloaded)-mc1.19.2-0.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file SoL-Carrot-1.19.2-1.14.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file SolarFluxReborn-1.19.2-19.3.11.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file sophisticatedbackpacks-1.19.2-3.20.2.1035.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file sophisticatedcore-1.19.2-0.6.4.605.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file sophisticatedstorage-1.19.2-0.9.7.765.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file Sorcerium 1.1.3 (1.19.2).jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file spirit-forge-1.19.2-2.2.7.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file supermartijn642configlib-1.1.8-forge-mc1.19.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file supermartijn642corelib-1.1.17-forge-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file supplementaries-1.19.2-2.4.20.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file swingthroughgrass-1.19.2-1.10.0.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file TerraBlender-forge-1.19.2-2.0.1.136.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file time-in-a-bottle-3.0.1-mc1.19.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file titanium-1.19.2-3.7.4-31.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
[03:13:51] [main/INFO]: Found mod file toms_storage-1.19-1.5.11.jar of type MOD with provider {mods folder locator at C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4\mods}
